content,offset,samples,alpha,beta,gamma,delta,theta
cff707ce10a4d6ecddca0cab5f7cb4ce2a0126e4.webm,2000,16,0.841679721,0.865234027,1.017008738,1.298288497,1.132614336
cff707ce10a4d6ecddca0cab5f7cb4ce2a0126e4.webm,3000,12,0.517338343,0.579560725,0.627147697,0.100658432,0.362622179
cff707ce10a4d6ecddca0cab5f7cb4ce2a0126e4.webm,4000,13,0.707018753,0.653003506,0.586671683,0.023144459,0.312488898
cff707ce10a4d6ecddca0cab5f7cb4ce2a0126e4.webm,5000,14,0.683072369,0.607652652,0.322491948,0.452202021,0.834877526
cff707ce10a4d6ecddca0cab5f7cb4ce2a0126e4.webm,6000,14,0.39149483,0.318277546,0.257936381,0.482989982,0.87300239
cff707ce10a4d6ecddca0cab5f7cb4ce2a0126e4.webm,7000,15,0.396087786,0.564363172,0.554646236,0.259387091,0.430186561
cff707ce10a4d6ecddca0cab5f7cb4ce2a0126e4.webm,8000,14,0.405271838,0.799100803,0.711825881,0.387884112,0.550504983
cff707ce10a4d6ecddca0cab5f7cb4ce2a0126e4.webm,9000,13,1.882206788,1.071310186,0.73902211,1.43974206,1.573730685
cff707ce10a4d6ecddca0cab5f7cb4ce2a0126e4.webm,10000,16,0.449657195,0.318617844,0.175370722,0.046445674,0.33700828
cff707ce10a4d6ecddca0cab5f7cb4ce2a0126e4.webm,11000,15,0.865852573,0.704027338,0.728062428,0.772684169,0.95755195
cff707ce10a4d6ecddca0cab5f7cb4ce2a0126e4.webm,12000,16,0.695563847,0.845606043,0.745284044,0.219115759,1.148129197
cff707ce10a4d6ecddca0cab5f7cb4ce2a0126e4.webm,13000,12,0.268867747,0.330887528,0.363837928,0.069955977,0.161571493
cff707ce10a4d6ecddca0cab5f7cb4ce2a0126e4.webm,14000,16,0.610791416,0.493350829,0.336110873,0.142341679,0.521261636
cff707ce10a4d6ecddca0cab5f7cb4ce2a0126e4.webm,15000,13,0.067075459,0.438137054,0.217289935,-0.010410058,0.082550262
cff707ce10a4d6ecddca0cab5f7cb4ce2a0126e4.webm,16000,13,0.433990504,0.398929823,0.587705386,0.461493105,0.302152659
cff707ce10a4d6ecddca0cab5f7cb4ce2a0126e4.webm,17000,12,1.436934964,0.74983924,0.651691688,0.574054936,1.454325229
cff707ce10a4d6ecddca0cab5f7cb4ce2a0126e4.webm,18000,15,0.517532577,0.566458891,0.622079714,0.640068073,0.674453844
cff707ce10a4d6ecddca0cab5f7cb4ce2a0126e4.webm,19000,16,0.499597089,0.815409484,1.021857403,0.540592567,0.619622292
cff707ce10a4d6ecddca0cab5f7cb4ce2a0126e4.webm,20000,15,0.289921071,0.756671529,0.826984949,0.351354905,0.485937875
cff707ce10a4d6ecddca0cab5f7cb4ce2a0126e4.webm,21000,15,0.558842853,0.490673986,0.555332553,0.55195157,0.330017558
cff707ce10a4d6ecddca0cab5f7cb4ce2a0126e4.webm,22000,15,0.435768001,0.397897166,0.354102327,0.13455802,0.667495195
cff707ce10a4d6ecddca0cab5f7cb4ce2a0126e4.webm,23000,15,0.95813656,0.960465637,1.126788943,0.440199139,0.726950402
cff707ce10a4d6ecddca0cab5f7cb4ce2a0126e4.webm,24000,14,0.342820143,0.45398501,0.590786254,0.501063153,0.354698572
cff707ce10a4d6ecddca0cab5f7cb4ce2a0126e4.webm,25000,14,0.089799801,0.489587968,0.308738671,-0.037076353,0.375142368
cff707ce10a4d6ecddca0cab5f7cb4ce2a0126e4.webm,26000,14,0.757914028,0.70734876,1.087212719,0.777182515,0.426309087
cff707ce10a4d6ecddca0cab5f7cb4ce2a0126e4.webm,27000,15,0.362817021,0.629766222,0.469156035,0.159795743,0.154112131
cff707ce10a4d6ecddca0cab5f7cb4ce2a0126e4.webm,28000,15,0.403072595,0.712096663,0.59427505,0.133586426,0.310750664
cff707ce10a4d6ecddca0cab5f7cb4ce2a0126e4.webm,29000,13,0.241871451,0.629961392,0.729489839,0.289941619,0.05474094
cff707ce10a4d6ecddca0cab5f7cb4ce2a0126e4.webm,30000,15,0.21701278,0.55403355,0.856722283,0.185996371,0.067062924
cff707ce10a4d6ecddca0cab5f7cb4ce2a0126e4.webm,31000,15,0.658100781,0.422152472,0.548879564,0.417909184,0.461459557
cff707ce10a4d6ecddca0cab5f7cb4ce2a0126e4.webm,32000,13,0.619972973,1.171415638,0.997285175,0.379684507,0.548189016
cff707ce10a4d6ecddca0cab5f7cb4ce2a0126e4.webm,33000,14,0.510228929,0.520593175,0.693106848,0.313868569,0.639799878
cff707ce10a4d6ecddca0cab5f7cb4ce2a0126e4.webm,34000,13,0.87895186,0.578353379,0.737709863,0.273301809,0.504337125
cff707ce10a4d6ecddca0cab5f7cb4ce2a0126e4.webm,35000,15,0.773369085,0.71757049,1.188371808,0.449692558,0.569944729
cff707ce10a4d6ecddca0cab5f7cb4ce2a0126e4.webm,36000,12,0.099226124,0.510125368,0.330692772,0.36080455,0.428773894
cff707ce10a4d6ecddca0cab5f7cb4ce2a0126e4.webm,37000,14,0.43627257,0.794070064,0.724402655,0.489799918,0.72105495
cff707ce10a4d6ecddca0cab5f7cb4ce2a0126e4.webm,38000,14,0.776963171,0.648495129,0.671582035,1.080494622,0.920288701
cff707ce10a4d6ecddca0cab5f7cb4ce2a0126e4.webm,39000,15,0.157680652,0.331464982,0.33222906,0.221233746,0.192643859
cff707ce10a4d6ecddca0cab5f7cb4ce2a0126e4.webm,40000,14,0.538344313,0.971380464,0.840836074,0.134196069,0.837556671
cff707ce10a4d6ecddca0cab5f7cb4ce2a0126e4.webm,41000,17,0.884062987,1.043548082,1.554120431,0.412786291,0.530530209
cff707ce10a4d6ecddca0cab5f7cb4ce2a0126e4.webm,42000,15,0.238009996,0.43116783,0.37884839,0.190996693,0.052565498
cff707ce10a4d6ecddca0cab5f7cb4ce2a0126e4.webm,43000,13,0.586859557,0.972078184,0.708484921,-0.058244289,0.207589834
cff707ce10a4d6ecddca0cab5f7cb4ce2a0126e4.webm,44000,13,0.410821716,0.786681513,1.195205414,0.537975632,0.609118436
cff707ce10a4d6ecddca0cab5f7cb4ce2a0126e4.webm,45000,15,0.079761631,0.586720286,0.197668333,-0.009036654,0.260276699
cff707ce10a4d6ecddca0cab5f7cb4ce2a0126e4.webm,46000,15,0.671083739,0.615648329,0.59317007,0.06081076,0.691356735
cff707ce10a4d6ecddca0cab5f7cb4ce2a0126e4.webm,47000,12,0.604269121,1.326466709,0.984561465,0.079413398,0.218933189
cff707ce10a4d6ecddca0cab5f7cb4ce2a0126e4.webm,48000,15,0.540057877,0.610908271,0.484374643,0.279458006,0.364852666
cff707ce10a4d6ecddca0cab5f7cb4ce2a0126e4.webm,49000,14,0.580322476,0.507386524,0.335316233,0.635420071,0.222719783
cff707ce10a4d6ecddca0cab5f7cb4ce2a0126e4.webm,50000,15,0.471675389,0.839306592,0.491586234,0.503585585,0.364630757
cff707ce10a4d6ecddca0cab5f7cb4ce2a0126e4.webm,51000,16,0.534608956,0.663055036,0.759159068,0.333000754,0.509315
cff707ce10a4d6ecddca0cab5f7cb4ce2a0126e4.webm,52000,15,0.850083779,1.079393059,0.96345388,0.964020332,0.930623516
cff707ce10a4d6ecddca0cab5f7cb4ce2a0126e4.webm,53000,15,0.479936389,0.836245797,0.931768546,0.539888539,0.515873886
cff707ce10a4d6ecddca0cab5f7cb4ce2a0126e4.webm,54000,13,0.488767166,0.892303395,1.173442466,0.62283471,0.361420606
cff707ce10a4d6ecddca0cab5f7cb4ce2a0126e4.webm,55000,15,0.495673223,0.395229321,0.622904894,0.147719138,-0.04931036
cff707ce10a4d6ecddca0cab5f7cb4ce2a0126e4.webm,56000,13,0.968836637,1.270276798,1.233991752,0.479332497,0.698502472
cff707ce10a4d6ecddca0cab5f7cb4ce2a0126e4.webm,57000,13,1.141630925,1.167678427,1.185855356,0.468416201,1.765850416
cff707ce10a4d6ecddca0cab5f7cb4ce2a0126e4.webm,58000,16,0.375230426,0.374210676,0.555093543,0.365355094,0.092032519
cff707ce10a4d6ecddca0cab5f7cb4ce2a0126e4.webm,59000,15,0.383900589,0.736748611,0.647975642,0.367483747,0.427714361
cff707ce10a4d6ecddca0cab5f7cb4ce2a0126e4.webm,60000,4,0.02707733,0.174241103,0.103254895,-0.212521256,0.096829808
8730fe8e227a6da176fe0f1535429de31faaf1a3.webm,0,15,0.366495791,0.838678445,0.977483747,0.677729359,0.771231924
8730fe8e227a6da176fe0f1535429de31faaf1a3.webm,1000,13,0.670621363,1.01944341,1.451775417,0.568490682,0.974500345
8730fe8e227a6da176fe0f1535429de31faaf1a3.webm,2000,16,0.633036053,1.069807868,1.105732486,0.467231459,0.375608926
8730fe8e227a6da176fe0f1535429de31faaf1a3.webm,3000,13,0.654423004,0.85284033,0.530288145,0.07303504,0.227339588
8730fe8e227a6da176fe0f1535429de31faaf1a3.webm,4000,14,0.667370192,0.562860126,1.131603104,0.332777038,0.460517463
8730fe8e227a6da176fe0f1535429de31faaf1a3.webm,5000,14,0.486062088,0.405749884,0.569326998,0.204687859,0.298732849
8730fe8e227a6da176fe0f1535429de31faaf1a3.webm,6000,14,1.043897876,0.625280014,1.282305949,0.487121587,0.275164806
8730fe8e227a6da176fe0f1535429de31faaf1a3.webm,7000,16,0.661056343,0.444326193,0.58247835,0.437361868,0.69315667
8730fe8e227a6da176fe0f1535429de31faaf1a3.webm,8000,15,0.065765871,0.588308944,0.198015441,0.515356986,0.519280123
8730fe8e227a6da176fe0f1535429de31faaf1a3.webm,9000,16,0.397504446,0.571587716,0.971492953,0.349826629,0.226919608
8730fe8e227a6da176fe0f1535429de31faaf1a3.webm,10000,14,0.671626909,0.584022756,1.016925357,0.337273924,0.910777567
8730fe8e227a6da176fe0f1535429de31faaf1a3.webm,11000,13,0.218220825,0.663401449,0.544053727,0.290280224,0.165414253
8730fe8e227a6da176fe0f1535429de31faaf1a3.webm,12000,12,1.23458884,0.740316742,0.993769475,0.691647202,0.639172606
4e017aa19a33f33b047ae706cae40f648540cfde.webm,0,12,1.298874905,0.620597279,0.547847875,1.200055724,1.052885816
4e017aa19a33f33b047ae706cae40f648540cfde.webm,1000,15,0.849496687,0.874851572,0.610015606,0.920408128,0.795657345
4e017aa19a33f33b047ae706cae40f648540cfde.webm,2000,15,0.842885928,0.41264855,0.60954522,1.607739015,0.772518146
4e017aa19a33f33b047ae706cae40f648540cfde.webm,3000,15,0.811901953,0.658932958,0.883380526,0.661230725,0.472715875
4e017aa19a33f33b047ae706cae40f648540cfde.webm,4000,16,0.997448745,0.279298837,0.325006442,0.755755979,0.543139279
4e017aa19a33f33b047ae706cae40f648540cfde.webm,5000,14,0.53771493,0.672435182,0.614625316,0.711189098,0.596007993
4e017aa19a33f33b047ae706cae40f648540cfde.webm,6000,13,0.375965317,0.173898924,0.161610331,0.369526081,0.028526567
4e017aa19a33f33b047ae706cae40f648540cfde.webm,7000,12,0.268736663,0.391096764,0.462078615,0.463299122,0.511344692
4e017aa19a33f33b047ae706cae40f648540cfde.webm,8000,17,0.562281413,0.446972471,0.440452863,0.831350599,0.395136495
4e017aa19a33f33b047ae706cae40f648540cfde.webm,9000,13,0.530744767,0.755769047,0.73764199,0.323300701,0.970634831
4e017aa19a33f33b047ae706cae40f648540cfde.webm,10000,14,0.369140907,0.351081791,0.420136031,0.052802753,-0.004930461
4e017aa19a33f33b047ae706cae40f648540cfde.webm,11000,14,0.039199587,0.547760727,0.324595631,0.018894362,0.057907941
4e017aa19a33f33b047ae706cae40f648540cfde.webm,12000,16,0.148484511,0.668183129,0.683344265,0.288451174,0.433172751
4e017aa19a33f33b047ae706cae40f648540cfde.webm,13000,15,0.972345386,1.142527432,0.910556213,0.882543642,0.609572698
4e017aa19a33f33b047ae706cae40f648540cfde.webm,14000,14,0.619122652,0.579302456,1.063340428,0.326464376,0.219283778
4e017aa19a33f33b047ae706cae40f648540cfde.webm,15000,4,0.639780837,0.409194536,-0.027608158,0.146450248,0.05391796
061ddae4678a3cd87bd59ff1933a4c6724ecb9cc.webm,0,16,1.053338677,0.513159014,0.722319001,0.402446201,0.835716755
061ddae4678a3cd87bd59ff1933a4c6724ecb9cc.webm,1000,11,0.406004867,0.512637116,0.313804096,0.253433074,0.109408609
061ddae4678a3cd87bd59ff1933a4c6724ecb9cc.webm,2000,16,1.282193347,0.915560675,0.533447884,0.515561544,0.794298952
061ddae4678a3cd87bd59ff1933a4c6724ecb9cc.webm,3000,13,0.364449956,0.332128627,0.156097572,0.167322902,0.097511249
061ddae4678a3cd87bd59ff1933a4c6724ecb9cc.webm,4000,14,1.201332923,1.937354511,1.988792799,-0.044019937,0.427790168
061ddae4678a3cd87bd59ff1933a4c6724ecb9cc.webm,5000,15,0.511882119,1.272610325,0.877525483,0.384422644,0.328768566
061ddae4678a3cd87bd59ff1933a4c6724ecb9cc.webm,6000,16,0.329360311,0.99357941,0.90611431,0.189971308,0.3728084
061ddae4678a3cd87bd59ff1933a4c6724ecb9cc.webm,7000,13,0.140950429,0.614993312,0.862334016,0.299904933,0.305961307
061ddae4678a3cd87bd59ff1933a4c6724ecb9cc.webm,8000,13,0.955402601,1.454454036,0.902063135,0.578894517,0.558636187
061ddae4678a3cd87bd59ff1933a4c6724ecb9cc.webm,9000,16,0.257503072,0.608484587,0.369459221,0.093905107,0.432858334
061ddae4678a3cd87bd59ff1933a4c6724ecb9cc.webm,10000,16,0.342124437,0.546480909,0.35290009,0.206543951,0.429787897
061ddae4678a3cd87bd59ff1933a4c6724ecb9cc.webm,11000,12,1.000869007,0.93071425,0.4559602,0.124015507,0.721124143
061ddae4678a3cd87bd59ff1933a4c6724ecb9cc.webm,12000,14,0.412427244,0.452934114,0.282326038,0.10763207,0.234094367
061ddae4678a3cd87bd59ff1933a4c6724ecb9cc.webm,13000,14,0.739495459,0.647255943,0.706166235,0.274100044,0.172654095
061ddae4678a3cd87bd59ff1933a4c6724ecb9cc.webm,14000,15,0.772765693,0.573532039,0.549676269,0.447890862,0.497984987
061ddae4678a3cd87bd59ff1933a4c6724ecb9cc.webm,15000,1,-0.464782766,-0.406797501,-0.342173878,-0.512347133,-0.248619788
432e08fe76cbfffbe44d0b8ef1fc7e0d90dde934.webm,0,14,0.953155593,0.666346179,0.343731777,0.848793716,0.492518462
432e08fe76cbfffbe44d0b8ef1fc7e0d90dde934.webm,1000,14,0.891252987,0.514158577,0.558219669,0.988431592,0.569666986
432e08fe76cbfffbe44d0b8ef1fc7e0d90dde934.webm,2000,12,0.979255818,0.699191619,0.499193752,0.559363097,0.832867663
432e08fe76cbfffbe44d0b8ef1fc7e0d90dde934.webm,3000,15,0.530308692,0.684927298,0.529076855,0.448992991,0.617738417
432e08fe76cbfffbe44d0b8ef1fc7e0d90dde934.webm,4000,14,1.573781789,0.925095507,0.75777588,0.669456947,0.939358206
432e08fe76cbfffbe44d0b8ef1fc7e0d90dde934.webm,5000,15,0.566689259,0.791881714,0.790188054,0.266954445,0.368610181
432e08fe76cbfffbe44d0b8ef1fc7e0d90dde934.webm,6000,11,0.999173155,0.846702323,1.142246095,0.618546517,0.917179728
432e08fe76cbfffbe44d0b8ef1fc7e0d90dde934.webm,7000,15,0.54320646,0.945487206,0.895776877,0.663915323,0.57311641
432e08fe76cbfffbe44d0b8ef1fc7e0d90dde934.webm,8000,17,0.452788278,0.426862845,0.479458189,0.337696463,0.416754794
432e08fe76cbfffbe44d0b8ef1fc7e0d90dde934.webm,9000,13,0.402445471,0.605162016,0.627851692,0.352340946,0.500714604
432e08fe76cbfffbe44d0b8ef1fc7e0d90dde934.webm,10000,14,0.3135291,0.359288228,0.544481643,0.530222717,0.576531107
432e08fe76cbfffbe44d0b8ef1fc7e0d90dde934.webm,11000,15,0.704540046,0.828171341,0.378580462,0.311770704,0.503922159
432e08fe76cbfffbe44d0b8ef1fc7e0d90dde934.webm,12000,15,0.607452167,0.826512831,0.78035896,0.387308474,0.401633475
432e08fe76cbfffbe44d0b8ef1fc7e0d90dde934.webm,13000,13,0.829501398,0.562439651,0.745830168,1.00940454,0.763475441
432e08fe76cbfffbe44d0b8ef1fc7e0d90dde934.webm,14000,14,0.694738614,0.617853322,0.761122153,0.304571955,0.286016961
432e08fe76cbfffbe44d0b8ef1fc7e0d90dde934.webm,15000,14,0.664719938,0.489514741,0.448318696,0.358912732,0.10678703
432e08fe76cbfffbe44d0b8ef1fc7e0d90dde934.webm,16000,14,1.153362476,0.884347133,0.552200557,0.41787648,0.269456761
432e08fe76cbfffbe44d0b8ef1fc7e0d90dde934.webm,17000,14,0.742079462,0.56854532,0.567734699,0.121327901,0.468707161
432e08fe76cbfffbe44d0b8ef1fc7e0d90dde934.webm,18000,1,3.128342113,0.585061394,0.283903884,-0.161254387,1.668429977
1c9287a4ff41746490cae60893df8e5beca09b4c.webm,0,13,0.905677014,1.27048678,1.107924489,0.914885889,1.915574224
1c9287a4ff41746490cae60893df8e5beca09b4c.webm,1000,14,0.611717376,0.420277449,0.442627605,0.749009247,0.800524411
1c9287a4ff41746490cae60893df8e5beca09b4c.webm,2000,15,1.135598839,0.692693581,0.547310757,0.268786012,0.753020934
1c9287a4ff41746490cae60893df8e5beca09b4c.webm,3000,14,0.934367473,0.466550294,0.287148207,0.842912251,0.533488739
1c9287a4ff41746490cae60893df8e5beca09b4c.webm,4000,13,0.902164193,0.558542873,0.673800638,0.984324605,0.573158347
1c9287a4ff41746490cae60893df8e5beca09b4c.webm,5000,14,0.542063299,0.514508805,0.213765692,0.792560184,0.43012774
1c9287a4ff41746490cae60893df8e5beca09b4c.webm,6000,15,0.980763554,0.833083219,0.341271885,0.529448433,0.883586214
1c9287a4ff41746490cae60893df8e5beca09b4c.webm,7000,16,0.748043748,0.87748704,0.61700617,0.304964898,0.704784484
1c9287a4ff41746490cae60893df8e5beca09b4c.webm,8000,15,0.509301285,0.771066944,0.572705734,0.143749428,0.3899528
1c9287a4ff41746490cae60893df8e5beca09b4c.webm,9000,15,0.693020795,0.66261578,0.77368378,0.439064624,0.300090952
1c9287a4ff41746490cae60893df8e5beca09b4c.webm,10000,14,1.086771267,0.709384519,0.242570635,0.546324393,0.730046386
1c9287a4ff41746490cae60893df8e5beca09b4c.webm,11000,14,0.648503016,0.70375359,0.522762679,0.787708192,0.946445745
772ccc57caf0c4e16339e998e4c999d6c80706c9.webm,0,12,1.063254778,0.427889065,0.404027141,1.338744806,0.531622485
772ccc57caf0c4e16339e998e4c999d6c80706c9.webm,1000,14,0.91062786,0.701753592,0.404993769,1.417711495,1.138281588
772ccc57caf0c4e16339e998e4c999d6c80706c9.webm,2000,14,1.094193288,0.880736855,0.867115585,0.670430959,0.768441115
772ccc57caf0c4e16339e998e4c999d6c80706c9.webm,3000,17,1.122203708,0.784028599,0.791105933,0.670804051,1.021211399
772ccc57caf0c4e16339e998e4c999d6c80706c9.webm,4000,15,0.565825074,0.308441703,0.341118088,0.547688598,0.147952261
772ccc57caf0c4e16339e998e4c999d6c80706c9.webm,5000,14,0.812059303,0.431307978,0.399145801,0.212295755,0.712860325
772ccc57caf0c4e16339e998e4c999d6c80706c9.webm,6000,14,0.43338494,0.51427271,0.372982736,0.587792326,0.264869272
772ccc57caf0c4e16339e998e4c999d6c80706c9.webm,7000,15,0.154670097,0.414201559,0.185439766,0.039246944,0.027064674
772ccc57caf0c4e16339e998e4c999d6c80706c9.webm,8000,14,1.030231913,0.58036045,0.347791312,0.304276236,0.712510782
772ccc57caf0c4e16339e998e4c999d6c80706c9.webm,9000,15,1.04604653,0.429110788,0.482702068,0.303105413,1.059504644
772ccc57caf0c4e16339e998e4c999d6c80706c9.webm,10000,12,0.734903373,0.499584563,0.472732282,0.503545041,0.951895726
772ccc57caf0c4e16339e998e4c999d6c80706c9.webm,11000,15,0.512716171,0.44392273,0.470466443,0.274295551,0.71793959
772ccc57caf0c4e16339e998e4c999d6c80706c9.webm,12000,14,0.181324344,0.090406297,-0.086083249,0.305093897,0.042693892
772ccc57caf0c4e16339e998e4c999d6c80706c9.webm,13000,15,0.581038758,0.77929903,0.552546209,-0.070098607,0.449424654
772ccc57caf0c4e16339e998e4c999d6c80706c9.webm,14000,17,0.840772471,1.173024362,0.848919024,0.425024755,1.001347326
772ccc57caf0c4e16339e998e4c999d6c80706c9.webm,15000,14,0.582133308,0.446280751,0.350141203,0.53235895,0.780880969
bc845def83e43638db87e9bc75ecfc6d38ad4517.webm,0,16,0.417568204,0.570876871,0.315632635,0.377877798,0.519931963
bc845def83e43638db87e9bc75ecfc6d38ad4517.webm,1000,15,1.15390527,1.234151808,0.845110928,0.335594073,0.564134357
bc845def83e43638db87e9bc75ecfc6d38ad4517.webm,2000,14,0.295914207,0.373326752,0.6126428,0.724598212,0.300291184
bc845def83e43638db87e9bc75ecfc6d38ad4517.webm,3000,13,0.657397665,0.610064006,0.885064436,1.322069397,1.134921526
bc845def83e43638db87e9bc75ecfc6d38ad4517.webm,4000,15,0.639468002,1.229603907,0.991868188,0.581834155,0.754012411
bc845def83e43638db87e9bc75ecfc6d38ad4517.webm,5000,15,0.56733571,0.663371866,0.624730211,0.442547053,0.394761832
bc845def83e43638db87e9bc75ecfc6d38ad4517.webm,6000,15,0.574697511,0.604849315,0.617406027,0.822018652,0.534987607
bc845def83e43638db87e9bc75ecfc6d38ad4517.webm,7000,14,0.296384038,0.736064381,0.128217445,-0.127901647,0.191794187
bc845def83e43638db87e9bc75ecfc6d38ad4517.webm,8000,15,0.115171065,0.584907743,0.313895889,-0.256786099,0.078534766
bc845def83e43638db87e9bc75ecfc6d38ad4517.webm,9000,14,0.251785533,0.271357824,0.238030555,0.084058386,0.158070283
bc845def83e43638db87e9bc75ecfc6d38ad4517.webm,10000,16,0.209589578,0.532103165,0.327520438,0.086049601,0.164189521
bc845def83e43638db87e9bc75ecfc6d38ad4517.webm,11000,13,0.779748964,0.821268181,1.134020966,0.143341787,0.28074408
bc845def83e43638db87e9bc75ecfc6d38ad4517.webm,12000,12,0.156858708,0.693707177,0.602198095,-0.251272307,-0.023724519
bc845def83e43638db87e9bc75ecfc6d38ad4517.webm,13000,15,0.202527113,0.909292976,0.920545666,0.477084089,0.631236181
bc845def83e43638db87e9bc75ecfc6d38ad4517.webm,14000,13,0.205542199,0.35862292,0.244086698,-0.089524631,-0.133769756
bc845def83e43638db87e9bc75ecfc6d38ad4517.webm,15000,16,0.466545018,0.527712039,0.545923249,0.125933284,0.554056975
bc845def83e43638db87e9bc75ecfc6d38ad4517.webm,16000,14,0.557705968,0.750377115,0.508870974,0.669733206,0.837709836
bc845def83e43638db87e9bc75ecfc6d38ad4517.webm,17000,14,0.303229198,0.77813512,0.41611373,0.026135534,0.225902764
bc845def83e43638db87e9bc75ecfc6d38ad4517.webm,18000,13,0.658591851,0.452779491,0.488691943,0.25838172,0.34641047
bc845def83e43638db87e9bc75ecfc6d38ad4517.webm,19000,15,0.680717571,0.61774921,0.60549207,0.9189283,0.988616228
bc845def83e43638db87e9bc75ecfc6d38ad4517.webm,20000,15,0.815289545,0.646967702,0.50039798,0.398246006,0.671161193
bc845def83e43638db87e9bc75ecfc6d38ad4517.webm,21000,15,0.527753199,0.643734215,0.272826415,0.036180761,0.130328888
bc845def83e43638db87e9bc75ecfc6d38ad4517.webm,22000,12,0.407334568,0.658276841,0.223142219,0.056545395,0.257863033
bc845def83e43638db87e9bc75ecfc6d38ad4517.webm,23000,15,0.404893562,0.912200635,0.632899004,0.380393846,0.30383466
bc845def83e43638db87e9bc75ecfc6d38ad4517.webm,24000,14,0.668311489,0.998158879,0.548919968,-0.004179435,0.395421825
bc845def83e43638db87e9bc75ecfc6d38ad4517.webm,25000,15,0.200573888,0.38939708,0.364765709,0.011252348,0.110688942
bc845def83e43638db87e9bc75ecfc6d38ad4517.webm,26000,14,0.608017939,0.411798623,0.436122804,0.273673696,0.328237717
