content,offset,samples,alpha,beta,gamma,delta,theta
1182beeba6320c98cb932d1912eb8e30604f87ef.webm,11000,13,0.377356688,0.397679029,0.164821884,0.257502027,0.055418486
1182beeba6320c98cb932d1912eb8e30604f87ef.webm,12000,15,0.477999376,0.652072668,0.832022669,0.395646227,0.862907369
1182beeba6320c98cb932d1912eb8e30604f87ef.webm,13000,13,0.875087001,0.604823844,0.382346285,1.357073847,0.725449187
1182beeba6320c98cb932d1912eb8e30604f87ef.webm,14000,16,0.767431852,0.446623227,0.420852843,0.485248451,0.222964426
1182beeba6320c98cb932d1912eb8e30604f87ef.webm,15000,15,0.690951603,0.683019042,0.719246135,0.428183775,0.947963802
1182beeba6320c98cb932d1912eb8e30604f87ef.webm,16000,15,1.232819165,1.290141674,0.901168765,0.224400429,0.508013711
1182beeba6320c98cb932d1912eb8e30604f87ef.webm,17000,14,0.783071561,1.046292908,0.945355328,0.285450483,0.566025123
1182beeba6320c98cb932d1912eb8e30604f87ef.webm,18000,12,0.477160029,0.320343338,0.318813064,-0.000348966,0.053837367
1182beeba6320c98cb932d1912eb8e30604f87ef.webm,19000,15,0.453842417,0.946723271,0.489197535,0.772532373,1.252773911
1182beeba6320c98cb932d1912eb8e30604f87ef.webm,20000,16,0.418487833,0.665304624,0.250959241,-0.072226504,0.525092861
1182beeba6320c98cb932d1912eb8e30604f87ef.webm,21000,11,0.338008925,0.636333255,0.483139975,-0.033180255,0.707585374
1182beeba6320c98cb932d1912eb8e30604f87ef.webm,22000,16,0.310529921,0.530213219,0.598575587,0.330510191,0.057925172
1182beeba6320c98cb932d1912eb8e30604f87ef.webm,23000,13,0.995273451,0.545039351,0.507971765,0.643049493,0.54447453
1182beeba6320c98cb932d1912eb8e30604f87ef.webm,24000,17,0.509440478,0.604404491,0.732509703,0.376183465,0.739775658
1182beeba6320c98cb932d1912eb8e30604f87ef.webm,25000,14,1.152213983,1.166948545,0.956017433,0.466458656,1.294843081
1182beeba6320c98cb932d1912eb8e30604f87ef.webm,26000,15,1.010054995,0.895949635,0.511335574,0.288826279,1.059034972
1182beeba6320c98cb932d1912eb8e30604f87ef.webm,27000,15,0.481881087,0.639210922,0.686545754,0.750496005,0.546556487
1182beeba6320c98cb932d1912eb8e30604f87ef.webm,28000,15,0.674082822,0.622656572,0.755361505,0.593072925,0.517151691
1182beeba6320c98cb932d1912eb8e30604f87ef.webm,29000,15,1.346242817,1.022765503,1.005065896,0.717533426,0.724405717
1182beeba6320c98cb932d1912eb8e30604f87ef.webm,30000,13,0.380360771,0.488985269,0.183095162,0.040611622,0.346898092
1182beeba6320c98cb932d1912eb8e30604f87ef.webm,31000,15,1.230198993,0.978401213,0.523912944,0.540966895,0.63549644
1182beeba6320c98cb932d1912eb8e30604f87ef.webm,32000,13,0.716764693,0.45884596,0.388566756,0.190208734,0.369834226
1182beeba6320c98cb932d1912eb8e30604f87ef.webm,33000,14,0.314789938,0.566799285,0.433061881,0.327453088,0.483741236
1182beeba6320c98cb932d1912eb8e30604f87ef.webm,34000,15,0.172897986,0.233944173,0.292964931,-0.009874184,0.13456346
1182beeba6320c98cb932d1912eb8e30604f87ef.webm,35000,15,0.337303537,0.521641031,0.574438367,-0.111040005,0.279893474
1182beeba6320c98cb932d1912eb8e30604f87ef.webm,36000,15,0.575725302,0.391804076,0.070043391,0.578955857,0.503346394
1182beeba6320c98cb932d1912eb8e30604f87ef.webm,37000,17,0.449982855,0.636408684,0.854966932,0.355704512,0.210906917
1182beeba6320c98cb932d1912eb8e30604f87ef.webm,38000,13,2.028487719,1.140931508,1.249783609,1.886981263,1.741267569
1182beeba6320c98cb932d1912eb8e30604f87ef.webm,39000,15,0.940339283,0.881315965,0.928861153,0.55691433,0.423342744
1182beeba6320c98cb932d1912eb8e30604f87ef.webm,40000,13,0.536868161,0.547815284,0.485769571,0.931428677,0.98855848
1182beeba6320c98cb932d1912eb8e30604f87ef.webm,41000,15,0.291933586,0.580687399,0.918064687,0.150942598,0.351501582
1182beeba6320c98cb932d1912eb8e30604f87ef.webm,42000,12,0.786223711,0.828270101,0.475442487,0.346629938,0.944110875
1182beeba6320c98cb932d1912eb8e30604f87ef.webm,43000,14,0.855962523,1.072362565,0.56367678,0.614203971,0.839149631
1182beeba6320c98cb932d1912eb8e30604f87ef.webm,44000,13,0.575674007,0.442061751,0.574693536,0.561289082,0.346537584
1182beeba6320c98cb932d1912eb8e30604f87ef.webm,45000,15,0.546916731,0.452857496,0.258826019,0.351579647,1.016428437
1182beeba6320c98cb932d1912eb8e30604f87ef.webm,46000,14,0.783875931,0.345680058,0.477239747,0.65029916,0.071573547
1182beeba6320c98cb932d1912eb8e30604f87ef.webm,47000,15,0.258999586,0.516874971,0.434783284,-0.103474235,0.267720013
1182beeba6320c98cb932d1912eb8e30604f87ef.webm,48000,14,0.670217233,0.72358904,0.987347964,0.476959789,0.475346275
1182beeba6320c98cb932d1912eb8e30604f87ef.webm,49000,13,1.03050712,1.362101354,0.792208593,0.335386981,1.146529559
1182beeba6320c98cb932d1912eb8e30604f87ef.webm,50000,13,0.792833919,0.822154981,0.905009441,0.665244158,0.984138028
1182beeba6320c98cb932d1912eb8e30604f87ef.webm,51000,11,1.032151748,1.060243137,0.962391493,0.725996069,0.579687614
1182beeba6320c98cb932d1912eb8e30604f87ef.webm,52000,13,0.673596157,0.647680471,0.718999699,0.357426268,0.595996597
1182beeba6320c98cb932d1912eb8e30604f87ef.webm,53000,14,0.957425319,1.10935123,0.572269666,0.292553444,0.500825797
1182beeba6320c98cb932d1912eb8e30604f87ef.webm,54000,16,0.45554212,0.673328165,0.51254972,0.033160285,0.225690282
1182beeba6320c98cb932d1912eb8e30604f87ef.webm,55000,13,0.457764694,0.136262237,0.224157601,-0.146289148,0.312839746
1182beeba6320c98cb932d1912eb8e30604f87ef.webm,56000,13,0.369564695,0.786615125,0.515983024,0.529009122,0.637107366
1182beeba6320c98cb932d1912eb8e30604f87ef.webm,57000,15,0.480014931,0.232967365,0.299885801,0.020473952,0.186716498
1182beeba6320c98cb932d1912eb8e30604f87ef.webm,58000,14,0.795629655,0.802775729,0.852403215,0.321672619,0.784929673
1182beeba6320c98cb932d1912eb8e30604f87ef.webm,59000,13,0.920904356,0.951984466,0.680362336,1.004637145,1.073023831
1182beeba6320c98cb932d1912eb8e30604f87ef.webm,60000,6,0.309761238,0.519516311,0.818940001,2.32206446,0.578763373
3d1b70c50462fc4850f39ad17cf257913525880c.webm,0,12,0.992793033,0.861562961,0.556289291,0.460927374,1.556743611
3d1b70c50462fc4850f39ad17cf257913525880c.webm,1000,12,0.547012322,0.873993582,0.561014955,0.891824458,0.478671808
3d1b70c50462fc4850f39ad17cf257913525880c.webm,2000,12,0.658597405,0.72571027,0.685351629,-0.010564612,0.145396298
3d1b70c50462fc4850f39ad17cf257913525880c.webm,3000,16,0.877970972,0.739049758,0.728164788,0.335861687,0.846710203
3d1b70c50462fc4850f39ad17cf257913525880c.webm,4000,14,0.669474112,1.163519326,0.900642836,0.843784756,0.79288955
3d1b70c50462fc4850f39ad17cf257913525880c.webm,5000,12,0.848153319,0.800558432,0.914519669,0.224947866,0.403826053
3d1b70c50462fc4850f39ad17cf257913525880c.webm,6000,15,0.344215166,0.484810112,0.399725132,0.002011778,0.402353755
3d1b70c50462fc4850f39ad17cf257913525880c.webm,7000,15,0.478988004,0.610590188,0.42518382,0.057350533,0.239480218
3d1b70c50462fc4850f39ad17cf257913525880c.webm,8000,12,0.632187798,0.650867752,0.549325479,0.57621533,0.522066899
3d1b70c50462fc4850f39ad17cf257913525880c.webm,9000,14,0.291649315,0.126139241,0.021487731,0.128420368,0.344354574
3d1b70c50462fc4850f39ad17cf257913525880c.webm,10000,11,0.524457488,0.527009119,0.423002028,0.142386414,0.240061038
3d1b70c50462fc4850f39ad17cf257913525880c.webm,11000,13,0.839863466,1.026507686,0.749924005,0.103074966,0.537005677
3d1b70c50462fc4850f39ad17cf257913525880c.webm,12000,13,0.862422502,0.631130029,0.885457344,0.177591737,0.395634277
3d1b70c50462fc4850f39ad17cf257913525880c.webm,13000,15,0.225033509,0.918723335,0.271442092,0.397238571,1.371624092
3d1b70c50462fc4850f39ad17cf257913525880c.webm,14000,15,0.473855943,0.46966957,0.314306169,0.178899947,0.489146873
3d1b70c50462fc4850f39ad17cf257913525880c.webm,15000,13,0.274668365,0.765776929,0.729952813,0.145659472,0.589784739
3d1b70c50462fc4850f39ad17cf257913525880c.webm,16000,16,1.124613513,1.009918755,0.642794585,0.419819968,0.634337747
3d1b70c50462fc4850f39ad17cf257913525880c.webm,17000,15,0.606427396,0.836656986,0.414261167,0.49700674,0.96310827
3d1b70c50462fc4850f39ad17cf257913525880c.webm,18000,14,0.49613195,0.526827147,0.59635833,0.451359954,0.378159374
3d1b70c50462fc4850f39ad17cf257913525880c.webm,19000,12,0.596043459,0.612098832,0.43141133,0.824004309,0.611985766
3d1b70c50462fc4850f39ad17cf257913525880c.webm,20000,14,0.460616566,1.079202202,0.673027882,0.132568952,0.238498703
3d1b70c50462fc4850f39ad17cf257913525880c.webm,21000,12,0.473138002,0.235352982,0.423646783,0.31067234,0.118861819
3d1b70c50462fc4850f39ad17cf257913525880c.webm,22000,13,0.722222383,0.744722232,0.527366006,0.335819734,0.730018475
3d1b70c50462fc4850f39ad17cf257913525880c.webm,23000,13,0.536803235,0.574583579,0.415804645,0.20987285,0.389840777
3d1b70c50462fc4850f39ad17cf257913525880c.webm,24000,15,0.71208003,0.757902512,0.577995462,0.119049928,0.256025811
3d1b70c50462fc4850f39ad17cf257913525880c.webm,25000,13,0.429763198,0.3283718,0.285202978,-0.029806424,-0.071100882
3d1b70c50462fc4850f39ad17cf257913525880c.webm,26000,17,0.705683023,1.144812142,0.558697508,-0.045135624,0.015382322
3d1b70c50462fc4850f39ad17cf257913525880c.webm,27000,15,0.671749761,1.036593612,0.774710903,0.164075621,0.330153524
3d1b70c50462fc4850f39ad17cf257913525880c.webm,28000,13,0.804562178,0.841674256,0.740330572,-0.012466065,0.352523157
3d1b70c50462fc4850f39ad17cf257913525880c.webm,29000,14,0.200391507,0.449293367,0.718578865,0.194319635,0.209839333
3d1b70c50462fc4850f39ad17cf257913525880c.webm,30000,14,0.676727448,0.259558837,0.416930054,0.493826911,0.124828086
3d1b70c50462fc4850f39ad17cf257913525880c.webm,31000,14,0.289971486,0.825542001,0.337160539,0.01708451,0.125148563
3d1b70c50462fc4850f39ad17cf257913525880c.webm,32000,14,0.716547494,0.768436884,0.489133433,0.223358201,0.903160961
3d1b70c50462fc4850f39ad17cf257913525880c.webm,33000,13,0.901417088,0.843121527,0.361340063,0.038507856,0.311830613
3d1b70c50462fc4850f39ad17cf257913525880c.webm,34000,16,1.105429318,0.861773609,0.477879406,0.503382492,1.050002298
3d1b70c50462fc4850f39ad17cf257913525880c.webm,35000,14,0.694154228,0.826397201,0.740010089,-0.055532982,0.112483045
3d1b70c50462fc4850f39ad17cf257913525880c.webm,36000,16,0.231834743,0.28521814,0.35345276,-0.137021889,-0.117437972
3d1b70c50462fc4850f39ad17cf257913525880c.webm,37000,13,0.444206252,0.606755459,1.029322446,0.367511454,0.191923346
3d1b70c50462fc4850f39ad17cf257913525880c.webm,38000,13,0.350699603,0.477958501,0.751225279,-0.174871989,0.050918032
3d1b70c50462fc4850f39ad17cf257913525880c.webm,39000,16,0.864243372,0.376645426,0.522959001,0.368363248,0.670507055
3d1b70c50462fc4850f39ad17cf257913525880c.webm,40000,13,0.74046326,0.75803222,0.849227652,1.931733628,0.966965374
3d1b70c50462fc4850f39ad17cf257913525880c.webm,41000,14,0.133850913,0.458185079,0.32188601,0.123555829,0.159063239
3d1b70c50462fc4850f39ad17cf257913525880c.webm,42000,12,0.337390109,0.35749529,0.370731872,0.204357304,0.064049878
3d1b70c50462fc4850f39ad17cf257913525880c.webm,43000,14,0.646334473,0.389825601,0.596167144,0.303183181,0.500394327
3d1b70c50462fc4850f39ad17cf257913525880c.webm,44000,17,0.38357326,0.591457078,0.461141172,0.105335178,0.207734388
3d1b70c50462fc4850f39ad17cf257913525880c.webm,45000,13,0.727949228,0.710793445,0.785488489,0.314905065,0.513288264
3d1b70c50462fc4850f39ad17cf257913525880c.webm,46000,15,0.50193697,0.486567959,0.467145671,-0.162299272,0.031109673
3d1b70c50462fc4850f39ad17cf257913525880c.webm,47000,14,0.53357854,0.512433101,0.626452472,-0.026193015,0.300750052
3d1b70c50462fc4850f39ad17cf257913525880c.webm,48000,15,0.668401906,0.700064599,0.767258995,1.058995808,0.385390752
3d1b70c50462fc4850f39ad17cf257913525880c.webm,49000,15,0.305442219,0.42521663,0.166958902,-0.121424629,0.051833689
3d1b70c50462fc4850f39ad17cf257913525880c.webm,50000,12,1.008662298,0.994358757,0.603747504,0.377905088,0.547685278
3d1b70c50462fc4850f39ad17cf257913525880c.webm,51000,15,0.507319872,0.530018227,0.35281892,0.008579149,0.049936975
3d1b70c50462fc4850f39ad17cf257913525880c.webm,52000,12,0.387281593,0.783642222,0.549398364,0.384580712,-0.132503332
3d1b70c50462fc4850f39ad17cf257913525880c.webm,53000,16,0.906532643,0.940299818,0.950107042,0.059694934,0.198627357
3d1b70c50462fc4850f39ad17cf257913525880c.webm,54000,15,0.38459354,0.682687965,0.532723661,0.260897796,0.097101809
3d1b70c50462fc4850f39ad17cf257913525880c.webm,55000,16,0.268261008,0.454421144,0.44433845,0.069592488,0.333854905
3d1b70c50462fc4850f39ad17cf257913525880c.webm,56000,15,0.874745809,1.006644985,0.852805412,0.846150754,0.827901165
3d1b70c50462fc4850f39ad17cf257913525880c.webm,57000,16,0.551977685,0.783603702,0.628181342,0.127019576,0.19830658
3d1b70c50462fc4850f39ad17cf257913525880c.webm,58000,14,0.347665355,0.691656452,0.879936038,0.329107574,0.236019132
3d1b70c50462fc4850f39ad17cf257913525880c.webm,59000,13,0.2978521,0.855836953,0.649019903,0.374848541,0.356966192
3d1b70c50462fc4850f39ad17cf257913525880c.webm,60000,17,0.674820718,0.539764253,0.341986874,0.491568485,0.267895943
3d1b70c50462fc4850f39ad17cf257913525880c.webm,61000,12,0.149260614,0.265434493,0.240136427,-0.216875831,0.013220429
3d1b70c50462fc4850f39ad17cf257913525880c.webm,62000,15,0.763994788,0.930284157,0.467823558,-0.021154517,0.126018804
3d1b70c50462fc4850f39ad17cf257913525880c.webm,63000,13,0.749985111,0.713389967,0.810298826,0.22126383,0.633863523
3d1b70c50462fc4850f39ad17cf257913525880c.webm,64000,17,0.545990303,0.660925477,0.611067051,0.483534102,0.24187421
3d1b70c50462fc4850f39ad17cf257913525880c.webm,65000,13,0.289803465,0.418298193,0.327521825,0.052795074,0.194806102
3d1b70c50462fc4850f39ad17cf257913525880c.webm,66000,12,0.445950324,0.471424027,0.477378935,0.406387617,0.327240453
3d1b70c50462fc4850f39ad17cf257913525880c.webm,67000,15,0.143668918,0.407901609,0.2741311,0.037788763,0.006040114
3d1b70c50462fc4850f39ad17cf257913525880c.webm,68000,16,0.644314553,0.540757205,0.302988135,0.486327099,0.439761364
3d1b70c50462fc4850f39ad17cf257913525880c.webm,69000,13,0.266947135,0.641703023,0.390674214,0.174563523,0.086119063
3d1b70c50462fc4850f39ad17cf257913525880c.webm,70000,10,1.015144833,1.259486899,1.158950202,0.200687121,0.42286536
6ddc53428b85dcfa4e81d25eb45fa8a07efcc1ce.webm,0,13,0.229702228,0.602441736,0.412941607,1.465446677,0.454595287
6ddc53428b85dcfa4e81d25eb45fa8a07efcc1ce.webm,1000,15,0.704921782,0.516081793,0.472027745,0.519321617,0.34661883
6ddc53428b85dcfa4e81d25eb45fa8a07efcc1ce.webm,2000,12,1.371753144,1.062246233,0.498056653,1.097669908,1.406635744
6ddc53428b85dcfa4e81d25eb45fa8a07efcc1ce.webm,3000,14,0.361606595,0.972339878,0.818386438,1.000398617,0.863046726
6ddc53428b85dcfa4e81d25eb45fa8a07efcc1ce.webm,4000,15,0.946663055,0.814169295,0.512028452,0.966869508,1.245014938
6ddc53428b85dcfa4e81d25eb45fa8a07efcc1ce.webm,5000,16,0.640165988,0.478878012,0.400972256,0.798409333,0.35493005
6ddc53428b85dcfa4e81d25eb45fa8a07efcc1ce.webm,6000,11,0.4341404,0.581423663,0.421999529,0.59854825,0.110175185
6ddc53428b85dcfa4e81d25eb45fa8a07efcc1ce.webm,7000,13,0.576802762,0.564867235,0.626785999,-0.000103468,0.258663293
6ddc53428b85dcfa4e81d25eb45fa8a07efcc1ce.webm,8000,12,0.105603225,0.487533026,0.116524503,-0.305538646,-0.063100282
6ddc53428b85dcfa4e81d25eb45fa8a07efcc1ce.webm,9000,16,0.359883145,0.550060287,0.189185738,0.030032676,0.084413627
6ddc53428b85dcfa4e81d25eb45fa8a07efcc1ce.webm,10000,13,1.182243664,1.216510071,1.364496102,0.357977,1.591600648
6ddc53428b85dcfa4e81d25eb45fa8a07efcc1ce.webm,11000,13,0.998494122,0.611028322,0.433431509,0.216175047,0.895894031
6ddc53428b85dcfa4e81d25eb45fa8a07efcc1ce.webm,12000,17,1.085550794,1.126945734,1.156722077,0.500718992,0.823533288
6ddc53428b85dcfa4e81d25eb45fa8a07efcc1ce.webm,13000,15,0.209526986,0.150469509,0.129211038,0.381975814,0.043022074
6ddc53428b85dcfa4e81d25eb45fa8a07efcc1ce.webm,14000,15,0.70037341,0.414095199,0.271545627,0.304676279,0.573000314
6ddc53428b85dcfa4e81d25eb45fa8a07efcc1ce.webm,15000,14,1.058880175,0.958340265,0.873320926,0.287783661,0.64184365
6ddc53428b85dcfa4e81d25eb45fa8a07efcc1ce.webm,16000,13,0.804756952,0.478640581,0.488691807,0.165814434,0.398358786
6ddc53428b85dcfa4e81d25eb45fa8a07efcc1ce.webm,17000,14,0.662512375,0.395218201,0.348546858,0.530082407,0.316203806
6ddc53428b85dcfa4e81d25eb45fa8a07efcc1ce.webm,18000,16,0.624306111,0.813775298,1.130887194,0.331058769,0.478977096
6ddc53428b85dcfa4e81d25eb45fa8a07efcc1ce.webm,19000,12,0.797105159,0.831158912,1.133839057,0.479914401,0.588709804
6ddc53428b85dcfa4e81d25eb45fa8a07efcc1ce.webm,20000,16,0.262451539,0.47300369,0.304980728,0.401163002,0.143487363
6ddc53428b85dcfa4e81d25eb45fa8a07efcc1ce.webm,21000,15,0.358877195,0.199827954,0.241253624,0.186886341,0.145818614
6ddc53428b85dcfa4e81d25eb45fa8a07efcc1ce.webm,22000,16,0.888037866,0.881766006,0.555007728,0.481565446,0.660257593
6ddc53428b85dcfa4e81d25eb45fa8a07efcc1ce.webm,23000,15,0.310721434,0.494064758,0.25679336,0.244287017,0.288270896
6ddc53428b85dcfa4e81d25eb45fa8a07efcc1ce.webm,24000,15,0.331240367,0.264612466,0.51062317,0.141215403,0.297470316
6ddc53428b85dcfa4e81d25eb45fa8a07efcc1ce.webm,25000,14,0.718852418,0.698094533,0.634674163,0.48457748,0.866506777
6ddc53428b85dcfa4e81d25eb45fa8a07efcc1ce.webm,26000,14,0.469419259,0.61871409,0.568072776,0.331432626,0.854860053
6ddc53428b85dcfa4e81d25eb45fa8a07efcc1ce.webm,27000,14,0.713945222,0.731578937,0.693140573,0.406950932,0.722553859
6ddc53428b85dcfa4e81d25eb45fa8a07efcc1ce.webm,28000,13,0.426160495,0.375108503,0.283816465,-0.023148705,0.428334356
6ddc53428b85dcfa4e81d25eb45fa8a07efcc1ce.webm,29000,13,0.428056164,0.612469345,0.417598146,0.472398828,0.349762592
6ddc53428b85dcfa4e81d25eb45fa8a07efcc1ce.webm,30000,3,0.370361615,0.23121929,0.227692754,1.586192799,0.585881617
9b917ab2057222b7da54d390fefedd68a608aa99.webm,0,16,0.613494093,0.997883774,0.674419349,0.352971223,0.573520352
9b917ab2057222b7da54d390fefedd68a608aa99.webm,1000,15,0.478411231,0.421678419,0.31034371,0.3893453,0.299069255
9b917ab2057222b7da54d390fefedd68a608aa99.webm,2000,13,0.378219552,0.810858517,0.615402106,0.810725777,0.785603936
9b917ab2057222b7da54d390fefedd68a608aa99.webm,3000,15,0.640727496,0.580260055,0.632711843,0.492232298,0.853459291
9b917ab2057222b7da54d390fefedd68a608aa99.webm,4000,13,0.705061404,0.806733529,1.175826466,0.340146462,0.848870705
9b917ab2057222b7da54d390fefedd68a608aa99.webm,5000,14,0.855429212,0.615371993,0.362122408,0.399137365,0.971036758
9b917ab2057222b7da54d390fefedd68a608aa99.webm,6000,13,0.876863218,1.355105159,1.372076387,0.195695874,0.598787673
9b917ab2057222b7da54d390fefedd68a608aa99.webm,7000,14,0.596095901,0.836477012,0.493756647,0.883351831,0.879942217
9b917ab2057222b7da54d390fefedd68a608aa99.webm,8000,17,0.212105019,0.757452744,0.538696018,0.520564882,0.316044709
9b917ab2057222b7da54d390fefedd68a608aa99.webm,9000,14,0.419326831,0.486411811,0.359196435,0.163864413,0.256322292
9b917ab2057222b7da54d390fefedd68a608aa99.webm,10000,15,0.263871412,0.144816053,-0.046266397,0.006299134,0.119866
9b917ab2057222b7da54d390fefedd68a608aa99.webm,11000,14,0.239792416,0.302454643,0.011436641,0.131137598,0.163937278
9b917ab2057222b7da54d390fefedd68a608aa99.webm,12000,15,0.439412645,0.15296868,0.188529354,0.036809248,0.462806184
9b917ab2057222b7da54d390fefedd68a608aa99.webm,13000,14,0.401583928,0.385656059,0.241305367,0.631722203,0.25776779
9b917ab2057222b7da54d390fefedd68a608aa99.webm,14000,12,0.157563534,0.163362444,0.068303902,-0.038060606,0.167122901
9b917ab2057222b7da54d390fefedd68a608aa99.webm,15000,12,0.288924363,0.305807231,0.140869134,0.008348554,0.054584862
9b917ab2057222b7da54d390fefedd68a608aa99.webm,16000,15,0.746389581,0.417967203,0.264313577,-0.037737536,0.193400853
9b917ab2057222b7da54d390fefedd68a608aa99.webm,17000,13,0.256930841,0.244929521,0.145730231,0.099834914,-0.029557933
9b917ab2057222b7da54d390fefedd68a608aa99.webm,18000,14,0.229519484,0.33083231,0.359983802,0.217786237,0.338797943
9b917ab2057222b7da54d390fefedd68a608aa99.webm,19000,14,0.05140199,0.227895257,0.07769665,-0.074100168,-0.035174426
9b917ab2057222b7da54d390fefedd68a608aa99.webm,20000,14,0.061217936,0.383388365,0.395402487,0.252132427,0.501637088
9b917ab2057222b7da54d390fefedd68a608aa99.webm,21000,18,0.611109608,0.651800944,0.616043258,0.263645325,0.335751724
9b917ab2057222b7da54d390fefedd68a608aa99.webm,22000,15,0.260427087,0.573232756,0.808797518,0.264836758,0.266360551
9b917ab2057222b7da54d390fefedd68a608aa99.webm,23000,13,0.465072637,0.279220633,0.872659992,0.156587009,0.231139953
9b917ab2057222b7da54d390fefedd68a608aa99.webm,24000,14,0.773945677,0.627115072,1.177179522,0.128778329,0.529001188
9b917ab2057222b7da54d390fefedd68a608aa99.webm,25000,15,0.075887866,0.591359934,0.640435932,0.187324663,0.036611084
9b917ab2057222b7da54d390fefedd68a608aa99.webm,26000,13,0.153660497,0.176422182,0.585426161,-0.018427384,0.213665807
9b917ab2057222b7da54d390fefedd68a608aa99.webm,27000,12,0.212739707,0.323149368,0.407825264,0.335192184,0.086033956
9b917ab2057222b7da54d390fefedd68a608aa99.webm,28000,17,0.197419852,0.490899468,0.822586969,0.199452147,0.812429411
9b917ab2057222b7da54d390fefedd68a608aa99.webm,29000,15,-0.133135457,0.273378372,0.317970769,-0.064182112,0.118168489
9b917ab2057222b7da54d390fefedd68a608aa99.webm,30000,14,0.622833576,0.253682097,0.628182146,0.38551187,0.695042412
9b917ab2057222b7da54d390fefedd68a608aa99.webm,31000,15,0.658421882,0.626300406,0.948978968,0.538857763,0.290958234
9b917ab2057222b7da54d390fefedd68a608aa99.webm,32000,15,0.322400768,0.429839261,0.75020844,0.265362819,0.353334379
9b917ab2057222b7da54d390fefedd68a608aa99.webm,33000,14,0.358359168,0.047388757,0.572371393,0.057060339,0.129462726
9b917ab2057222b7da54d390fefedd68a608aa99.webm,34000,15,0.302549137,0.371060094,0.914445278,0.680877454,0.248085256
9b917ab2057222b7da54d390fefedd68a608aa99.webm,35000,12,0.044768486,0.379141525,0.816600527,0.29776281,0.393625817
9b917ab2057222b7da54d390fefedd68a608aa99.webm,36000,14,0.067234363,0.557527027,0.575836401,0.099592995,0.269462911
9b917ab2057222b7da54d390fefedd68a608aa99.webm,37000,13,1.021963185,1.277974001,1.498918248,0.310931825,0.470853261
9b917ab2057222b7da54d390fefedd68a608aa99.webm,38000,15,0.455988029,0.689034303,0.665092349,0.346023595,0.19181386
9b917ab2057222b7da54d390fefedd68a608aa99.webm,39000,15,0.871238172,1.018489103,0.93429209,0.749968228,0.547009987
9b917ab2057222b7da54d390fefedd68a608aa99.webm,40000,16,0.670591804,0.781610327,0.533449691,0.624425292,0.504706252
9b917ab2057222b7da54d390fefedd68a608aa99.webm,41000,13,0.245850404,0.783990411,1.011503422,-0.159467326,-0.086224486
9b917ab2057222b7da54d390fefedd68a608aa99.webm,42000,16,0.360956151,0.378486834,0.639964326,-0.000468064,-0.062332325
9b917ab2057222b7da54d390fefedd68a608aa99.webm,43000,15,0.118595843,0.202461034,0.295458127,0.387972099,0.000948468
9b917ab2057222b7da54d390fefedd68a608aa99.webm,44000,15,0.30062339,0.491991272,0.446313818,-0.096112789,-0.025983012
9b917ab2057222b7da54d390fefedd68a608aa99.webm,45000,14,0.685552573,0.777641463,1.133833526,0.284170618,0.427306386
9b917ab2057222b7da54d390fefedd68a608aa99.webm,46000,13,0.088809083,0.149389505,0.456610802,0.303961842,0.163615946
9b917ab2057222b7da54d390fefedd68a608aa99.webm,47000,14,0.459737679,0.411152652,1.315464401,0.121362961,0.169869602
9b917ab2057222b7da54d390fefedd68a608aa99.webm,48000,16,0.362894006,0.630409314,0.78753876,-0.167834473,0.084174281
9b917ab2057222b7da54d390fefedd68a608aa99.webm,49000,15,0.113716686,0.396328036,0.710220456,-0.14156756,0.015206964
9b917ab2057222b7da54d390fefedd68a608aa99.webm,50000,13,0.178630495,0.127174667,0.531612946,-0.014709948,0.039853649
9b917ab2057222b7da54d390fefedd68a608aa99.webm,51000,16,0.315821302,0.177524194,0.35790648,0.172478642,0.151139108
9b917ab2057222b7da54d390fefedd68a608aa99.webm,52000,15,0.131615406,0.360991439,0.593127414,0.265798897,0.246953867
9b917ab2057222b7da54d390fefedd68a608aa99.webm,53000,14,0.158464061,0.292410494,0.58863171,0.103844777,0.138479288
9b917ab2057222b7da54d390fefedd68a608aa99.webm,54000,15,0.272943546,0.131632566,0.598411057,-0.02329011,0.345265441
9b917ab2057222b7da54d390fefedd68a608aa99.webm,55000,13,0.228865209,0.483403475,0.625771348,0.250515725,0.491056009
9b917ab2057222b7da54d390fefedd68a608aa99.webm,56000,14,0.468893126,0.466117154,0.850453127,0.114023544,0.535316337
9b917ab2057222b7da54d390fefedd68a608aa99.webm,57000,12,0.306280816,0.487572272,1.254348157,0.144794591,0.02323193
9b917ab2057222b7da54d390fefedd68a608aa99.webm,58000,14,0.350613515,0.599837599,0.604532368,0.712644757,0.520139823
9b917ab2057222b7da54d390fefedd68a608aa99.webm,59000,15,0.639723024,1.118479197,1.270113818,0.700466817,0.737020758
9b917ab2057222b7da54d390fefedd68a608aa99.webm,60000,2,1.23131764,2.312571746,1.625728852,0.209938963,0.563486719
beaf1ef0a944f50058f9e78f6a0b058453674874.webm,0,14,0.260467709,0.719383447,0.704468642,0.634332826,0.628715817
beaf1ef0a944f50058f9e78f6a0b058453674874.webm,1000,16,0.654464685,0.785642534,0.67328438,0.861604111,0.816091605
beaf1ef0a944f50058f9e78f6a0b058453674874.webm,2000,13,0.581174668,1.029354271,0.688052811,0.704673168,0.88826543
